N_1_Secure,SOLVED,Bus_1_VM,Bus_2_VM,Bus_3_VM,Bus_4_VM,Bus_5_VM,Bus_6_VM,Bus_7_VM,Bus_8_VM,Bus_9_VM,Bus_10_VM,Bus_11_VM,Bus_12_VM,Bus_13_VM,Bus_14_VM,Bus_15_VM,Bus_16_VM,Bus_17_VM,Bus_18_VM,Bus_19_VM,Bus_20_VM,Bus_21_VM,Bus_22_VM,Bus_23_VM,Bus_24_VM,Bus_25_VM,Bus_26_VM,Bus_27_VM,Bus_28_VM,Bus_29_VM,Bus_30_VM,Bus_31_VM,Bus_32_VM,Bus_33_VM,Bus_34_VM,Bus_35_VM,Bus_36_VM,Bus_37_VM,Bus_38_VM,Bus_39_VM,Bus_40_VM,Bus_41_VM,Bus_42_VM,Bus_43_VM,Bus_44_VM,Bus_45_VM,Bus_46_VM,Bus_47_VM,Bus_48_VM,Bus_49_VM,Bus_50_VM,Bus_51_VM,Bus_52_VM,Bus_53_VM,Bus_54_VM,Bus_55_VM,Bus_56_VM,Bus_57_VM,Bus_58_VM,Bus_59_VM,Bus_60_VM,Bus_61_VM,Bus_62_VM,Bus_63_VM,Bus_64_VM,Bus_65_VM,Bus_66_VM,Bus_67_VM,Bus_68_VM,Load_3_PD,Load_17_PD,Load_18_PD,Load_20_PD,Load_21_PD,Load_23_PD,Load_24_PD,Load_25_PD,Load_26_PD,Load_27_PD,Load_28_PD,Load_29_PD,Load_33_PD,Load_36_PD,Load_39_PD,Load_40_PD,Load_41_PD,Load_42_PD,Load_44_PD,Load_45_PD,Load_46_PD,Load_47_PD,Load_48_PD,Load_49_PD,Load_50_PD,Load_51_PD,Load_52_PD,Load_53_PD,Load_55_PD,Load_56_PD,Load_59_PD,Load_60_PD,Load_61_PD,Load_64_PD,Load_67_PD,Load_68_PD,Load_3_QD,Load_17_QD,Load_18_QD,Load_20_QD,Load_21_QD,Load_23_QD,Load_24_QD,Load_25_QD,Load_26_QD,Load_27_QD,Load_28_QD,Load_29_QD,Load_33_QD,Load_36_QD,Load_39_QD,Load_40_QD,Load_41_QD,Load_42_QD,Load_44_QD,Load_45_QD,Load_46_QD,Load_47_QD,Load_48_QD,Load_49_QD,Load_50_QD,Load_51_QD,Load_52_QD,Load_53_QD,Load_55_QD,Load_56_QD,Load_59_QD,Load_60_QD,Load_61_QD,Load_64_QD,Load_67_QD,Load_68_QD
1,1,1.044999838,0.980000198,0.98299998,0.996999323,1.011000752,1.050001144,1.062999964,1.03000021,1.024999976,1.010000229,1.000000358,1.015600204,1.010999918,1.000000358,0.999999821,1,0.940767527,0.986940503,0.928755939,0.978277206,0.953086913,0.989485621,0.991202414,0.945218861,0.994160831,0.982084811,0.961510599,0.987257421,0.990358651,0.962172508,0.970398366,0.959297895,0.956554413,0.953502059,0.999799669,0.947841644,0.947824478,0.969747841,0.936205328,1.012875795,0.998641908,0.998690367,0.93832314,0.938193917,0.968161643,0.95835036,0.996159315,1.006904483,0.950846672,0.952419281,0.959443688,0.947571158,0.971898317,0.981992424,0.951412916,0.914872646,0.904790521,0.903998911,0.897693753,0.899670184,0.941993296,0.907839835,0.905021131,0.831051707,0.907853663,0.913364232,0.919646323,0.939080596,0,6288.181152,2556.088379,703.6046143,282.4848633,248.0454407,311.3529663,229.8240356,143.4707947,282.6144409,207.559021,293.7093506,116.5570526,103.3897629,271.9677429,66.78851318,1025.731689,1196.410767,268.8087158,208.4584045,157.3945923,204.6915741,243.4521637,170.3354797,101.1927032,345.241333,160.351944,256.1615601,330.8580627,209.6105347,235.3932343,218.6725311,108.5012283,9.372997284,320.3049622,335.0733337,0,314.4090576,127.2869797,106.5754089,118.5611572,85.01557159,0,48.22200775,17.54678726,76.43664551,28.21190643,27.92307472,0,0,12.8344326,23.94535828,256.4329224,260.0892944,4.862771034,21.04627991,29.7660656,32.84215546,2.220541954,30.12029839,0,0,30.44657326,120.1840668,2.055018902,77.13667297,84.50014496,74.14758301,130.410141,91.6470871,153.145813,32.59071732
0,1,1.044999838,0.980000138,0.98299998,0.996999383,1.011000752,1.050001144,1.062999964,1.030000329,1.024999976,1.010000229,1.000000358,1.015600204,1.011000037,1.000000238,0.999999821,1,0.940399885,0.986838341,0.928766489,0.978573501,0.952962458,0.989341974,0.990913391,0.944989502,0.994108081,0.981748283,0.960912347,0.987110674,0.990259171,0.961340964,0.969660819,0.958815575,0.955834448,0.952534914,0.998425722,0.947342098,0.947449028,0.969056189,0.934242308,1.009959459,0.998530865,0.99884218,0.937030256,0.936861813,0.965969324,0.957804918,0.994052351,1.004402518,0.950438678,0.949856937,0.956828058,0.947208405,0.970756412,0.981668353,0.951191247,0.914836884,0.904613018,0.9038257,0.897310436,0.899352491,0.941429198,0.907877982,0.905030966,0.831867516,0.907928288,0.913344622,0.919405818,0.938835323,0,6297.855469,2503.586182,689.1940918,281.5153198,255.6416931,312.6035461,226.0648804,141.6279449,289.5144958,206.8450012,292.8922424,114.7923126,103.5956497,278.4707031,68.19882202,1035.480103,1163.858765,269.2769165,209.2930756,156.3078156,211.9682312,244.0794983,166.2317963,101.3928375,352.5524597,163.2883148,260.0312805,323.3320313,205.95784,242.4748688,213.7294006,105.4091797,9.079797745,321.6524353,330.9939575,0,314.8927612,124.6725082,104.3926392,118.1542358,87.619133,0,47.43325424,17.3214016,78.30285645,28.11485481,27.84539223,0,0,13.14131641,24.45099068,258.8700256,253.0127716,4.871241093,21.13055038,29.56053543,34.00967407,2.226264,29.3946476,0,0,31.00411224,121.9996185,2.008274078,75.7924881,87.04226685,72.47147369,126.6937256,88.78024292,153.7900696,32.19394302
0,1,1.044999838,0.980000138,0.982999921,0.996999383,1.011000752,1.050001025,1.062999964,1.03000021,1.024999857,1.010000229,1.000000358,1.015600204,1.010999918,1.000000358,0.999999821,1,0.945889711,0.992933512,0.928783834,0.978182375,0.953187048,0.989441574,0.990977883,0.945366502,0.995017469,0.982378781,0.961764514,0.987110615,0.990383267,0.970448732,0.978115559,0.964525998,0.964614093,0.964115858,1.015812278,0.954697609,0.948315144,0.980352402,0.95699811,1.031719804,0.999184966,0.99886322,0.953321218,0.95355463,0.995361984,0.975914419,1.009358287,1.022922397,0.973949611,0.987337589,0.993134201,0.948399305,0.980459273,0.983839989,0.952918649,0.916817427,0.907399714,0.906465352,0.900993407,0.903415143,0.950282574,0.909420073,0.906964898,0.833485007,0.909404099,0.914692938,0.91959101,0.939274967,0,6020.911133,2587.738281,709.0736084,283.7740173,258.545929,320.2166748,229.6217957,142.2444,293.6372681,215.5026398,287.4221802,116.3585815,102.7794724,272.4065247,68.6392746,1044.909912,1178.599976,276.2007141,209.3527832,153.0760193,209.6485443,251.8782806,165.7558441,102.4248734,340.9604797,165.1533508,254.7461243,323.3355103,206.2700195,238.8361664,218.9289398,107.6078262,9.094127655,334.4989319,331.4190063,0,301.0455627,128.8630829,107.403801,119.1022415,88.61453247,0,48.17957306,17.39679718,79.41791534,29.29162407,27.3253479,0,0,12.85514069,24.60890198,261.227478,256.2174072,4.996491909,21.13657761,28.94934654,33.6374855,2.297396898,29.31048203,0,0,31.3582325,119.5199738,2.008295059,75.90737152,85.73606873,74.23452759,129.3363342,88.92036438,159.9322968,32.2352829
1,1,1.044999838,0.980000198,0.982999921,0.996999383,1.011000752,1.050001144,1.062999964,1.03000021,1.024999857,1.010000229,1.000000358,1.015600204,1.010999918,1.000000358,0.999999821,1,0.94383198,0.990442276,0.92890811,0.978157282,0.953849375,0.989814997,0.991421163,0.945812404,0.994704127,0.982633412,0.962232172,0.987237453,0.990444601,0.966898799,0.974782944,0.962393343,0.961389184,0.959872305,1.009289861,0.951942623,0.948586285,0.975910723,0.948445559,1.023015261,0.998942912,0.998750627,0.947136819,0.947217762,0.984044969,0.968584657,1.003272891,1.015514135,0.963970602,0.972607732,0.97904402,0.948417187,0.97658205,0.983162999,0.952521801,0.916444063,0.906683147,0.905781031,0.899919152,0.902272701,0.946903229,0.909150064,0.906556249,0.833292544,0.909215868,0.914674938,0.920485914,0.939746439,0,6129.964844,2548.118896,713.8365479,275.5632629,251.6541443,316.028656,231.7758484,141.4169159,283.9407959,215.6958618,290.8307495,112.72435,102.7288666,269.9382019,68.52211761,1033.838501,1196.825806,276.7117615,210.8915863,151.0919647,209.8923035,253.1074219,171.2134705,103.7685242,340.0022278,164.2758331,261.9487,336.9798584,205.7994843,243.7607574,212.0690765,108.8690796,9.057232857,321.2908936,340.2413635,0,306.4982605,126.8901367,108.1252441,115.6561127,86.25243378,0,48.63153839,17.29559326,76.79537964,29.31788254,27.64940643,0,0,12.73865891,24.56690025,258.4596252,260.1795349,5.005736828,21.29193687,28.5741291,33.6765976,2.308609009,30.27555275,0,0,31.19161797,122.899231,2.093043089,75.73420715,87.5038681,71.90848541,130.8522491,88.55960846,153.6172028,33.0933876
1,1,1.044999838,0.980000138,0.982999921,0.996999443,1.011000872,1.050001144,1.062999964,1.03000021,1.024999857,1.01000011,1.000000358,1.015600085,1.010999918,1.000000358,0.999999821,1,0.941558778,0.988212585,0.928770304,0.978474319,0.95289135,0.989387929,0.991104782,0.945070505,0.994091153,0.982130051,0.961494982,0.987098277,0.990275681,0.96366179,0.971786201,0.960193992,0.957911313,0.955247223,1.002419353,0.948957801,0.947832942,0.971759617,0.939479172,1.013535261,0.998667121,0.998823404,0.940675318,0.940601647,0.972569704,0.961926103,0.997377634,1.007939339,0.955837309,0.958332002,0.965008259,0.94771868,0.973332047,0.982457876,0.951805353,0.915586889,0.90565747,0.904814184,0.898661077,0.900863886,0.943680525,0.908463478,0.905763149,0.832485259,0.908490598,0.9138695,0.919554174,0.938941121,0,6251.023926,2519.609131,694.2442627,284.973938,248.569519,317.4961548,234.0084991,139.5680237,285.6325989,212.664032,296.7904053,113.5958176,106.5627823,272.5115356,68.52290344,1020.053833,1169.007202,272.8314819,212.701767,158.1368561,204.4630585,242.3948364,164.3120575,101.7829056,342.3170776,161.3072815,252.8876038,332.3311157,205.4773865,242.7380981,209.0078888,104.3744583,9.083902359,323.860199,342.5519409,0,312.551178,125.4704132,105.1575928,119.6058502,85.19519806,0,49.10000229,17.06946945,77.25293732,28.90579033,28.21599197,0,0,12.86009598,24.56718063,255.0134583,254.1319885,4.93554306,21.47469902,29.90644073,32.80548859,2.210897923,29.0551815,0,0,30.62796974,118.6480026,2.064167976,75.61566925,87.1367569,70.87049103,125.4500656,88.82038116,154.8456573,33.31812286
0,1,1.044999838,0.980000198,0.982999921,0.996999383,1.011000752,1.050001264,1.062999964,1.03000021,1.024999857,1.010000229,1.000000358,1.015600204,1.010999918,1.000000358,0.999999881,1,0.940769017,0.986764252,0.928729653,0.978435576,0.953265846,0.989430964,0.990883231,0.944960833,0.993942022,0.981631815,0.960873544,0.987042665,0.99026078,0.961263895,0.969594538,0.958969474,0.956183255,0.953114212,0.999230087,0.947767794,0.947477043,0.969273329,0.935610712,1.005902052,0.998476923,0.998778999,0.937871456,0.937719405,0.967218697,0.958473504,0.992108107,1.001420259,0.95134598,0.951046228,0.958239615,0.947234452,0.970349193,0.981657088,0.951102376,0.914768279,0.904730558,0.903951406,0.897476315,0.899577379,0.941673219,0.907952964,0.905142367,0.832152307,0.90798229,0.913322628,0.919357359,0.938833833,0,6272.023438,2564.967041,695.0015259,274.3807678,258.7675171,320.4173889,228.7215271,141.2085114,288.5966797,206.8349915,286.7167969,116.1910095,103.1316986,269.787262,66.66381073,1001.035522,1169.290527,278.5083313,209.8450623,153.8557892,209.8634186,248.1859436,164.0483398,104.6366196,348.8619385,160.8454285,262.1296997,333.5259705,209.4916382,244.7102509,216.6369171,107.3490601,9.002385139,322.7109985,343.1239014,0,313.6011658,127.729126,105.2722931,115.1598129,88.69048309,0,47.99067688,17.27010536,78.05461884,28.11349297,27.25828934,0,0,12.731534,23.90065002,250.2588806,254.1935883,5.038237095,21.1862793,29.09681129,33.67196274,2.263719082,29.00854874,0,0,30.54027176,122.9841614,2.071589947,77.09291077,87.8447113,73.45734406,129.0253143,88.02331543,154.2961884,33.37375259
0,1,1.044999719,0.980000198,0.982999921,0.996999443,1.011000752,1.050001264,1.062999964,1.030000091,1.024999857,1.010000229,1.000000358,1.015600204,1.010999918,1.000000358,0.999999881,1,0.941764534,0.987568498,0.928730667,0.978629589,0.952673554,0.989213228,0.990812719,0.944796503,0.994052529,0.98180455,0.961106479,0.987054348,0.99020642,0.963226259,0.971252501,0.960047483,0.95775944,0.955033779,1.001855016,0.94912833,0.947514653,0.971077085,0.938635468,1.013167381,0.99860096,0.998875916,0.940279782,0.940182149,0.971215367,0.960606277,0.996506393,1.007222414,0.953583837,0.955841064,0.962981045,0.947403252,0.972551823,0.982241154,0.951512814,0.915285826,0.905475557,0.904648423,0.898500085,0.90071255,0.943521857,0.908274174,0.905574203,0.832138777,0.908260643,0.913582325,0.919196904,0.938657463,0,6223.59082,2550.464111,685.3572998,285.6265564,255.0350647,321.5668945,228.8955994,144.7209473,287.3786316,209.3449097,297.8488464,116.9551849,105.4452744,275.5662537,68.11845398,1044.662964,1161.445923,269.5952454,208.8858643,153.0931702,213.1926727,249.7415466,168.5461884,100.9187546,350.1247253,161.8134003,263.7774353,334.0343018,207.5480957,243.1904755,210.9351807,107.9426193,9.138196945,325.4465332,340.8248596,0,311.1795349,127.0069122,103.81147,119.8797607,87.41120911,0,48.02719879,17.69968414,77.72518158,28.45464706,28.31661606,0,0,13.00424957,24.42217445,261.165741,252.4882507,4.876998901,21.08943939,28.95258904,34.20613098,2.277908087,29.80389977,0,0,30.72406578,123.7572327,2.074747086,76.37769318,87.29915619,71.52400208,129.7387238,89.35125732,155.604126,33.15013885
0,1,1.044999838,0.980000138,0.982999921,0.996999443,1.011000752,1.050001264,1.062999964,1.030000091,1.024999857,1.01000011,1.000000358,1.015600204,1.010999918,1.000000358,0.999999821,1,0.942339003,0.989597619,0.928804278,0.978552163,0.953312755,0.989502728,0.991043031,0.945119143,0.994420648,0.982386231,0.961836696,0.987130642,0.990329862,0.964902461,0.973106802,0.96105206,0.959272683,0.957095504,1.005399108,0.950005293,0.947979569,0.973837495,0.943276882,1.017653465,0.998802781,0.998818099,0.943414271,0.943411231,0.977937937,0.965877533,0.999868691,1.011181951,0.961117864,0.965779066,0.971920907,0.947890162,0.974650443,0.982601523,0.951962471,0.915484965,0.905485272,0.904626667,0.898544908,0.900711238,0.944739103,0.908153057,0.905432761,0.83124727,0.908134878,0.913590252,0.919098675,0.938988388,0,6213.209961,2508.215576,691.3513184,275.6976929,254.7902069,315.6065674,231.3288727,141.3369751,282.1208496,215.3133698,295.8612366,114.4435196,103.4319763,276.620575,68.78960419,1021.677795,1174.737183,273.5396729,216.6512909,155.0036774,207.7917175,249.1796722,164.5112762,101.562561,339.4059143,159.6546631,253.7759247,323.6697998,204.267334,239.1790924,214.1041718,104.7159882,9.426351547,333.1266785,330.6418152,0,310.6604919,124.9030457,104.7193909,115.712532,87.3272934,0,48.53775406,17.28581619,76.30314636,29.26589203,28.12765503,0,0,13.05400562,24.66279984,255.4194489,255.377655,4.948353767,21.87344742,29.3139019,33.33956146,2.272783041,29.09040833,0,0,30.31417656,119.0647812,2.01037097,75.17037964,85.85916138,72.59854126,125.8605728,92.16876984,159.2761993,32.15969086
0,1,1.044999838,0.980000198,0.982999921,0.996999562,1.011000752,1.050001264,1.062999964,1.030000091,1.024999857,1.01000011,1.000000358,1.015600204,1.010999918,1.000000358,0.999999821,1,0.945965171,0.99388355,0.928939223,0.978600621,0.953453302,0.989585459,0.991137445,0.945495069,0.994903922,0.982438564,0.961903512,0.987134397,0.990411103,0.970103443,0.977846146,0.964499176,0.964673579,0.964499235,1.016747832,0.954746008,0.948352814,0.980285525,0.958970189,1.0292449,0.99918592,0.998852849,0.954596758,0.954879701,0.997570336,0.976239383,1.00781703,1.020964861,0.974894166,0.990367293,0.995940089,0.948343217,0.979858577,0.983629584,0.95277071,0.91681695,0.907149374,0.906206727,0.900546849,0.902995527,0.950137138,0.909345746,0.906819582,0.8333776,0.909385562,0.914793432,0.920044422,0.93942076,0,6028.810547,2481.770264,692.8267212,279.7998657,255.9211426,321.6680908,233.6234741,142.8110657,290.3560486,215.6359711,286.0675049,113.3084564,106.4003448,267.986969,66.95101166,1010.295959,1170.031372,268.1278687,211.0226898,156.4819336,213.1008453,241.6534882,168.1879272,104.5937271,347.4698486,165.7436981,257.7852783,334.7820129,202.0587463,243.5837097,219.1293182,105.1279907,9.104663849,327.0110168,333.3404236,0,301.4405212,123.5861282,104.9428711,117.4342422,87.71491241,0,49.01921082,17.4661026,78.53045654,29.30974388,27.19655991,0,0,12.64657688,24.00361824,252.5739899,254.3546753,4.850453854,21.30517578,29.5934639,34.19139862,2.204135895,29.74054718,0,0,31.47032547,120.9458618,2.079391003,74.35762024,87.44031525,74.30247498,126.3557587,89.02338409,156.3521423,32.42216873
1,1,1.044999838,0.980000198,0.982999861,0.996999502,1.011000752,1.050001264,1.063000083,1.030000091,1.024999857,1.010000229,1.000000358,1.015600324,1.010999918,1.000000358,0.999999821,1,0.941666603,0.987366676,0.928690016,0.978205562,0.952960908,0.989383578,0.991026461,0.945033014,0.994316041,0.982288659,0.961723745,0.987100363,0.990310729,0.963505208,0.971494377,0.960112691,0.957800686,0.954992652,1.001732469,0.949045777,0.947882712,0.971156895,0.938511074,1.014234662,0.998632729,0.99880904,0.940031528,0.939927697,0.970911264,0.960390449,0.997428119,1.008226752,0.953118801,0.955537856,0.96264255,0.947703362,0.973094225,0.982445538,0.951763153,0.91548562,0.905704439,0.904879928,0.898850203,0.900954008,0.94359833,0.908421636,0.905754864,0.832306862,0.908406019,0.913729906,0.919287086,0.938916028,0,6231.468262,2578.456787,705.2537231,283.0218201,251.6221924,321.7232666,227.8607788,139.6304169,281.2055359,214.759964,295.0238037,113.7322388,103.8380356,269.1836853,68.57557678,1043.880005,1175.918091,278.2746277,209.1658173,153.4812317,208.8066406,252.0062714,169.8502655,100.1537476,343.8205872,163.7937164,257.4051819,330.8317871,207.9382019,236.056427,215.8257446,108.6060791,9.134483337,328.7220764,342.2066956,0,311.5734253,128.4008789,106.8251953,118.7865295,86.24147797,0,47.81007767,17.07710075,76.0555954,29.19067383,28.04803848,0,0,12.70304871,24.58606529,260.9700012,255.6343536,5.03400898,21.11770058,29.02598,33.50240326,2.298564911,30.03449821,0,0,31.10007286,120.7675476,2.054856062,76.52125549,84.73820496,73.18230438,130.5361481,89.31494904,157.1702423,33.28454208
0,1,1.044999838,0.980000198,0.982999861,0.996999502,1.011000752,1.050001502,1.062999964,1.030000091,1.024999857,1.01000011,1.000000358,1.015600324,1.011000037,1.000000358,0.999999762,1,0.944953322,0.992360532,0.928920865,0.978225529,0.953893542,0.989858806,0.991500795,0.945761681,0.994835079,0.982810736,0.962422431,0.987364233,0.990529239,0.968090177,0.976009071,0.96333307,0.962933958,0.962243199,1.013380647,0.953357875,0.948683918,0.977967978,0.954185486,1.023519039,0.999021053,0.998896182,0.951311469,0.95150578,0.991890848,0.972635388,1.004180193,1.016274452,0.970222712,0.983240306,0.989014447,0.948573232,0.977611482,0.983327866,0.952758014,0.916562617,0.90683496,0.905921996,0.90019381,0.902508438,0.94820863,0.909170926,0.906598449,0.833037555,0.90921998,0.914690077,0.920326531,0.93972224,0,6071.243652,2556.657471,710.8478394,274.1793518,248.348999,324.4460144,233.8196716,139.6226196,282.7287598,214.661438,289.6866455,112.1720886,104.561409,277.2449341,67.95559692,1005.455139,1153.925781,267.7978821,210.9172058,157.3453827,207.4983826,250.05159,170.2516632,101.8774719,353.0816345,164.0822449,262.8258972,323.1570435,206.2859344,238.9927673,216.5314941,107.8563919,9.162470818,324.6997681,338.5566101,0,303.5621948,127.3153152,107.6725388,115.075264,85.11961365,0,49.06037903,17.07614899,76.46755981,29.17728424,27.54063225,0,0,13.08346939,24.3637867,251.3637848,250.8534393,4.844484806,21.29452705,29.75675964,33.29249954,2.28073597,30.10547829,0,0,31.15485954,123.3107834,2.00718689,75.91321564,85.7922821,73.42160034,129.6350861,89.58860016,155.2470703,32.92951965
1,1,1.044999838,0.980000198,0.982999861,0.996999502,1.011000752,1.050001383,1.062999964,1.03000021,1.024999976,1.01000011,1.000000358,1.015600324,1.011000037,1.000000358,0.999999821,1,0.945926368,0.993478954,0.928908944,0.978427887,0.953322291,0.989569724,0.991211176,0.945543826,0.995231271,0.982700348,0.96226114,0.987408519,0.990561187,0.97022891,0.977900445,0.964425325,0.964477777,0.964043498,1.015898824,0.954696953,0.948596239,0.980114698,0.957593977,1.032385707,0.999245286,0.998731673,0.953772426,0.954022348,0.995861292,0.975617051,1.009582281,1.023345947,0.97360605,0.988030672,0.993747175,0.94865942,0.980131447,0.983702183,0.952971756,0.916962862,0.907379091,0.90643537,0.900895655,0.903300524,0.950134397,0.909478426,0.90698874,0.833537102,0.909509718,0.91489923,0.920066476,0.939478099,0,6019.652832,2474.898926,700.5306396,283.8966064,252.5535278,322.9547424,229.1764221,144.4903717,286.6439209,211.7532043,285.8420105,115.1025314,103.6755524,273.3220215,68.25644684,1029.814453,1206.347412,268.2530823,214.5789337,153.3302612,203.8861542,251.0876923,171.7608032,103.1575699,352.9975586,160.2045441,263.3117676,332.3418884,203.5260162,239.2486267,217.4635162,107.0620193,9.098172188,328.2407227,338.5922852,0,300.9826355,123.2439499,106.109787,119.1536865,86.5606842,0,48.08612823,17.67148399,77.526474,28.78199005,27.17512321,0,0,12.89834404,24.47164917,257.4536133,262.2494507,4.85271883,21.66422081,28.9974308,32.71292877,2.290185928,30.37233734,0,0,30.41858673,123.5387421,2.064234972,74.89756775,85.88412476,73.73763275,128.6803131,88.9598999,156.940094,32.93298721
1,1,1.044999957,0.980000138,0.982999861,0.996999443,1.011000752,1.050001502,1.062999964,1.03000021,1.024999857,1.01000011,1.000000358,1.015600324,1.010999918,1.000000358,0.999999881,1,0.944468439,0.991748154,0.928822279,0.978570819,0.952995479,0.989397883,0.991034985,0.945156991,0.994911909,0.98254925,0.961988926,0.987310469,0.990500748,0.967476249,0.975453675,0.962941289,0.962327778,0.961420953,1.012055635,0.952762187,0.948053598,0.977280855,0.952411592,1.022150397,0.998962641,0.998917103,0.949879885,0.950038314,0.989477277,0.971625924,1.003092766,1.014994144,0.968897045,0.980042636,0.986001492,0.947911739,0.976934552,0.982888222,0.952107966,0.915935338,0.906266153,0.905382633,0.899599731,0.901873946,0.947645545,0.908658803,0.906043053,0.832010865,0.908642828,0.91405952,0.9195683,0.93903476,0,6099.48291,2572.71875,690.9385376,284.1427002,252.8908081,317.2406921,228.1568604,140.125473,282.0012207,212.3312988,285.7991943,115.9470215,103.2509079,270.8968201,66.44542694,1012.12323,1150.870239,277.8032227,208.480072,156.5365295,209.6525269,253.1703186,166.2870941,103.640274,347.2454529,165.0204468,262.0033264,334.9490356,206.7038727,238.1048431,219.1514893,105.5967178,9.343068123,326.427887,342.8189697,0,304.9741516,128.1151428,104.6568604,119.256958,86.67627716,0,47.87219238,17.13764763,76.2707901,28.86055946,27.17105103,0,0,12.78389359,23.82235336,253.0308075,250.1891785,5.025482178,21.04846764,29.60378838,33.63812256,2.309181929,29.40442657,0,0,31.33299637,122.9248657,2.080429077,76.06703186,85.47354126,74.30998993,126.919136,91.35444641,156.0733337,33.34409332
1,1,1.044999957,0.980000138,0.982999861,0.996999383,1.011000752,1.050001502,1.062999964,1.03000021,1.024999738,1.010000229,1.000000477,1.015600324,1.011000037,1.000000238,0.999999881,1,0.943686306,0.990558743,0.928888083,0.978582382,0.953272104,0.989456236,0.990940154,0.945340455,0.994442284,0.98211807,0.961463153,0.986969829,0.990260839,0.966610193,0.974471211,0.962185681,0.961053133,0.959477365,1.008786321,0.951763332,0.948177695,0.975512624,0.947917163,1.021480441,0.998905957,0.998815954,0.946794629,0.946867406,0.983347654,0.968005598,1.002300501,1.014249563,0.963581145,0.971625209,0.978131533,0.948248923,0.976157486,0.983099997,0.952477157,0.916329265,0.906494796,0.90559411,0.899665594,0.902014256,0.946805298,0.908992529,0.906384349,0.833078861,0.909039557,0.914462149,0.920010507,0.939256907,0,6137.863281,2487.453369,692.2583008,281.5023193,260.3324585,322.8963318,232.0402374,140.8348694,293.7431641,215.8492279,291.4025269,112.7238159,102.0312576,272.1991272,65.88169098,1026.781738,1179.998291,274.0921021,210.5890045,155.435379,210.0151062,249.4730682,168.9247894,104.6404572,351.6540833,158.0075531,263.0663147,324.2720947,204.1535797,244.7878418,213.8383179,105.3480606,9.074171066,322.7642212,344.9656067,0,306.893158,123.869133,104.856781,118.1487808,89.22685242,0,48.68701172,17.2244091,79.44654846,29.33873177,27.70376587,0,0,12.84535408,23.62023926,256.6954346,256.5213623,4.958347797,21.26138878,29.39554214,33.69630051,2.275459051,29.8708477,0,0,30.00143814,123.4235764,2.014111996,75.12852478,87.87256622,72.50839233,126.6202545,88.72522736,154.32164,33.55288696
1,1,1.044999838,0.980000198,0.982999802,0.996999383,1.011000752,1.050001383,1.063000083,1.03000021,1.024999738,1.010000229,1.000000477,1.015600324,1.011000037,1.000000238,0.999999821,1,0.946231365,0.994790077,0.92900455,0.978729606,0.953586042,0.989707649,0.991363108,0.94562155,0.995275974,0.982659876,0.961942017,0.987342954,0.990453184,0.97050482,0.978436649,0.964772403,0.965102315,0.965136945,1.018167257,0.955076694,0.948399901,0.98137033,0.961010635,1.030564427,0.999251604,0.99888885,0.955969453,0.956288159,1.000831008,0.978802204,1.008973002,1.022189498,0.978746712,0.995619059,1.000485778,0.948397458,0.980413616,0.983638942,0.952844381,0.916708112,0.907154977,0.906212807,0.900764048,0.903121293,0.950227499,0.909192145,0.906659067,0.832302988,0.90920651,0.914737999,0.920321643,0.939531744,0,6006.290527,2512.853271,688.2796021,278.2059326,249.8955078,314.3746643,226.3172607,141.4513092,294.1736755,213.3255768,296.0197754,112.4954834,102.9024124,272.4510498,68.87555695,1000.272583,1153.946655,275.7669678,213.8461151,155.4772491,205.1864319,251.6598511,167.0899811,103.4013138,349.618988,165.6411896,254.4821777,324.5699158,206.5169373,234.7024841,212.5737,107.2464828,9.449346542,321.9159241,335.3154907,0,300.3145142,125.1339798,104.2541122,116.7652588,85.64966583,0,47.48620987,17.29979897,79.56298828,28.99570847,28.1427269,0,0,12.85724163,24.69361496,250.0681458,250.8580017,4.98864603,21.59023285,29.40345955,32.92155457,2.295404911,29.54640007,0,0,31.45086098,119.3961411,2.015961885,75.99822998,84.25218201,72.07958984,128.9020233,92.39361572,153.9160614,32.61427307
